S.No,ID,Predicted_Array
235,215413,1
236,171396,0
237,153386,0
238,179318,1
239,190262,0
240,189092,1
241,165339,1
242,164523,1
243,172083,0
244,203021,1
245,170354,1
246,157129,1
247,191890,0
248,186384,1
249,163685,0
250,210128,1
251,176335,0
252,215528,1
253,156728,0
254,151196,0
255,205976,1
256,151584,0
257,173558,0
258,190813,0
259,161235,1
260,177720,1
261,205998,0
262,156420,1
263,208469,1
264,182240,0
265,185998,1
266,163893,1
267,157383,1
268,209733,1
269,197557,0
270,188839,1
271,211341,0
272,207974,0
273,149169,0
274,189231,0
275,186471,0
276,203328,0
277,204606,0
278,181071,1
279,183787,0
280,194135,1
281,207299,1
282,204724,1
283,217061,1
284,182731,1
285,214790,1
286,151346,1
287,184288,1
288,205719,1
289,150395,1
290,186099,1
291,174859,0
292,165871,1
293,149975,1
294,221057,1
295,204513,1
296,176853,0
297,173988,1
298,167776,1
299,187962,0
300,185695,1
301,167817,0
302,167456,1
303,192475,1
304,205595,1
305,173884,1
306,181710,1
307,197721,1
308,215384,0
309,162693,1
310,214332,0
311,167654,0
312,175069,1
313,194394,0
314,197558,1
315,177112,1
316,146967,0
317,153253,1
318,180418,1
319,192060,0
320,200931,0
321,198657,1
322,215449,1
323,168006,0
324,153829,1
325,190633,1
326,150742,1
327,204699,0
328,162047,0
329,186074,0
330,165368,0
331,217420,0
332,148375,0
333,178593,1
334,178608,1
335,167095,0
336,163767,1
337,149041,1
338,201997,0
339,210574,1
340,206920,1
341,176720,1
342,199799,0
343,219465,1
344,191750,0
345,175079,0
346,168256,1
347,184983,0
348,187719,0
349,190082,0
350,188358,1
351,172100,1
352,191640,0
353,215232,1
354,149442,1
355,146728,0
356,185902,0
357,159515,0
358,197457,0
359,173169,0
360,159638,1
361,201848,0
362,162459,0
363,184005,1
364,159396,0
365,217330,0
366,212886,0
367,188739,1
368,184516,0
369,160933,0
370,169772,0
371,199639,0
372,208227,0
373,202941,1
374,176624,0
375,171295,0
376,153476,1
377,201670,1
378,208164,1
379,181972,1
380,214099,0
381,216829,0
382,174715,1
383,173858,1
384,193767,0
385,167377,1
386,168719,1
387,197633,1
388,188302,0
389,183605,1
390,182948,1
391,161073,0
392,217682,1
393,170785,0
394,182590,1
395,151108,0
396,150134,1
397,190920,1
398,156438,1
399,151035,1
400,198707,0
401,200088,0
402,184543,0
403,221129,0
404,182504,1
405,170257,0
406,171536,1
407,209845,0
408,168664,0
409,218308,0
410,147835,1
411,151936,1
412,199727,0
413,219741,1
414,174060,1
415,197682,0
416,196408,0
417,203085,0
418,211793,1
419,198856,1
420,213180,0
421,216061,0
422,174399,1
423,196295,1
424,165830,1
425,212185,0
426,154347,0
427,203213,1
428,163270,1
429,161766,1
430,173228,1
431,212779,0
432,147527,1
433,186663,0
434,173827,1
435,189367,0
436,158177,1
437,160410,1
438,160580,0
439,146676,1
440,156697,1
441,152956,1
442,176989,0
443,214421,0
444,182318,0
445,218450,1
446,214776,1
447,164023,0
448,170724,0
449,149324,0
450,203949,0
451,156092,0
452,159971,0
453,182095,0
454,175898,1
455,178254,0
456,182936,0
457,183000,1
458,169620,0
459,215426,0
460,170193,1
461,168802,1
462,165486,0
463,197497,0
464,159368,0
465,180892,0
466,160600,0
467,178616,1
468,195426,0
469,190517,0
470,197927,0
471,183308,0
472,171816,0
473,171634,0
474,196021,0
475,185176,1
476,184477,0
477,201655,1
478,185924,0
479,159164,1
480,200731,0
481,201981,1
482,152580,0
483,194503,0
484,181663,0
485,180651,1
486,150409,0
487,166013,0
488,193578,1
489,164248,1
490,148128,1
491,160103,0
492,198444,0
493,203095,0
494,207987,1
495,163830,1
496,159967,0
497,203360,0
498,163674,1
499,189686,1
500,152165,0
501,174782,1
502,179844,1
503,165651,1
504,166306,1
505,195324,1
506,215644,0
507,206026,0
508,149084,0
509,176781,0
510,210231,0
511,189239,1
512,197806,0
513,219809,0
514,152386,0
515,198468,0
516,213617,1
517,161635,0
518,169390,1
519,199534,1
520,173856,0
521,162773,0
522,199891,0
523,189564,1
524,147847,0
525,184588,0
526,181577,1
527,191718,0
528,194185,0
529,215335,0
530,187370,0
531,199761,1
532,175462,1
533,192466,0
534,198372,0
535,147371,1
536,198637,0
537,187449,1
538,154149,0
539,183726,1
540,200705,1
541,178455,0
542,155390,0
543,166951,0
544,164401,1
545,164452,1
546,169930,0
547,203034,1
548,197614,1
549,179789,1
550,219206,1
551,184007,1
552,167697,1
553,149213,1
554,192167,1
555,160014,1
556,192033,1
557,207011,1
558,220491,0
559,190019,0
560,204418,0
561,189762,1
562,199840,0
563,169961,0
564,166853,1
565,181343,1
566,154605,1
567,151087,0
568,187534,0
569,147461,1
570,189486,0
571,200609,1
572,208301,0
573,170637,0
574,212302,1
575,170415,0
576,162563,1
577,193287,0
578,219453,0
579,200520,1
580,201392,0
581,153725,1
582,181835,0
583,204518,0
584,197226,1
585,159648,0
586,156980,1
587,182397,0
588,216268,0
589,206354,1
590,191300,1
591,209638,1
592,187118,1
593,173957,1
594,220756,0
595,219177,0
596,199778,1
597,172697,0
598,189230,0
599,159855,0
600,209578,1
601,159001,1
602,182293,1
603,150119,0
604,217252,0
605,173954,0
606,212123,0
607,209666,0
608,182401,1
609,179406,1
610,169812,1
611,160782,0
612,218918,1
613,185410,0
614,182351,0
615,179401,0
616,168022,1
617,163841,0
618,172030,0
619,191385,1
620,215006,0
621,219528,1
622,181759,1
623,174295,1
624,148305,0
625,187235,0
626,203256,0
627,211236,0
628,169413,1
629,221014,1
630,192864,1
631,161227,0
632,151619,0
633,183115,0
634,219500,1
635,153964,1
636,154440,1
637,168320,1
638,169296,1
639,169947,0
640,148808,1
641,149491,0
642,179508,0
643,162378,0
644,201771,0
645,214378,0
646,219218,0
647,173017,0
648,199466,1
649,168853,0
650,199215,0
651,187101,0
652,213071,0
653,206325,0
654,151818,1
655,157559,1
656,203995,0
657,195453,0
658,198424,0
659,175579,1
660,187463,1
661,209752,0
662,162697,0
663,212217,0
664,163601,1
665,185104,1
666,212965,1
667,152751,1
668,211897,1
669,205946,0
670,155075,1
671,195612,1
672,168954,1
673,159524,0
674,200577,1
675,205590,1
676,187709,1
677,178639,1
678,210613,1
679,199688,1
680,159639,0
681,192204,0
682,192109,0
683,156628,0
684,147433,1
685,205808,0
686,166085,0
687,149621,1
688,206005,0
689,217708,0
690,147589,1
691,162500,1
692,182910,0
693,151894,1
694,179449,0
695,216625,1
696,191389,0
697,181163,0
698,183217,0
699,151959,1
700,161099,0
701,183870,0
702,177417,1
703,184008,1
704,151612,1
705,170839,1
706,178671,1
707,153970,1
708,189127,0
709,211879,1
710,161930,1
711,190206,0
712,196819,1
713,162650,0
714,175300,0
715,195343,0
716,183879,0
717,218619,1
718,160773,0
719,183863,1
720,178965,1
721,199464,1
722,180359,1
723,180994,0
724,156285,0
725,163740,1
726,215427,1
727,186353,0
728,207783,0
729,208324,1
730,155140,0
731,149420,0
732,154649,0
733,193071,0
734,181436,1
735,180802,1
736,176383,0
737,205467,0
738,218162,0
739,217107,1
740,183476,1
741,197163,1
742,177759,0
743,183935,0
744,156050,1
745,221152,0
746,170830,1
747,173264,1
748,201429,1
749,174680,0
750,220156,0
751,161141,0
752,216114,0
753,166128,0
754,199746,1
755,156465,0
756,218582,1
757,212098,0
758,205009,1
759,214911,1
760,175191,1
761,164662,1
762,196015,0
763,207227,0
764,193866,1
765,178915,0
766,152072,1
767,174441,0
768,149663,1
769,192659,1
770,208568,0
771,218035,0
772,153822,0
773,169769,0
774,186946,0
775,203770,1
776,216496,0
777,153355,0
778,149930,1
779,220088,0
780,181790,1
781,158072,0
782,197326,1
783,198043,0
784,151329,0
785,183246,0
786,159392,1
787,166136,1
788,167657,1
789,165592,0
790,191779,0
791,183586,1
792,218467,1
793,168977,0
794,213667,1
795,184158,0
796,193839,0
797,198839,1
798,199682,0
799,149723,0
800,165604,1
801,198221,0
802,194826,0
803,176993,1
804,156944,0
805,199452,1
806,197602,0
807,178536,0
808,211692,1
809,158300,0
810,161347,1
811,150566,0
812,182744,1
813,185576,0
814,206627,0
815,183672,1
816,217378,1
817,156295,0
818,162171,0
819,208590,0
820,161758,1
821,156344,0
822,178095,1
823,188343,1
824,178371,1
825,192368,0
826,161770,0
827,147750,0
828,191455,0
829,185215,0
830,192753,1
831,209938,1
832,168126,0
833,212545,0
834,159964,0
835,148094,1
836,181675,1
837,198956,1
838,178191,1
839,165091,0
840,181681,0
841,201348,1
842,167060,1
843,174476,1
844,148202,0
845,199351,1
846,183344,1
847,220380,1
848,198779,1
849,179223,0
850,193897,1
851,168286,1
852,174512,0
853,185458,1
854,165608,0
855,218189,0
856,181798,0
857,186801,0
858,216793,1
859,157729,0
860,183613,0
861,172851,0
862,213785,1
863,189101,0
864,169217,0
865,166980,1
866,220848,1
867,179928,1
868,164234,0
869,156589,1
870,162769,0
871,210550,0
872,188856,0
873,213670,1
874,163558,1
875,199207,1
876,187815,0
877,185879,1
878,202517,0
879,146853,0
880,181828,1
881,179368,1
882,209450,0
883,183034,1
884,215804,1
885,201539,0
886,150049,0
887,212311,0
888,175282,1
889,187336,0
890,152764,0
891,215676,1
892,180347,0
893,181518,1
894,167110,1
895,195008,1
896,163865,0
897,196602,1
898,153436,0
899,210388,0
900,210484,0
901,155954,1
902,210687,0
903,178647,1
904,175277,1
905,158922,1
906,197404,0
907,191114,1
908,172161,1
909,214219,0
910,204346,0
911,216590,1
912,176729,0
913,211526,0
914,218800,0
915,181717,1
916,190511,0
917,155526,0
918,164126,1
919,149980,1
920,182591,1
921,158880,0
922,157507,0
923,201234,0
924,218969,0
925,170024,0
926,215198,1
927,187682,1
928,148089,0
929,186486,0
930,176530,1
931,219794,1
932,201463,1
933,147074,1
934,185940,0
935,153065,0
936,178136,0
937,163048,0
938,170783,1
939,211018,1
940,205159,1
941,190562,1
942,209196,0
943,159953,1
944,192922,0
945,169737,1
946,205418,0
947,185191,1
948,150858,0
949,172724,0
950,176277,1
951,166665,0
952,153093,0
953,221317,1
954,196671,0
955,217568,1
956,162538,1
957,205842,1
958,160285,0
959,189585,0
960,154376,0
961,176742,0
962,187139,0
963,221486,1
964,183818,1
965,197962,1
966,156665,1
967,180478,1
968,220256,0
969,184292,1
970,194504,1
971,162076,0
972,167398,1
973,163085,1
974,165044,0
975,192582,1
976,175813,0
977,217660,0
978,205389,0
979,146571,1
980,158384,0
981,187506,0
982,162423,1
983,171522,0
984,177276,0
985,212249,0
986,198334,0
987,192576,1
988,188443,1
989,211295,0
990,175599,1
991,195288,0
992,176124,1
993,202067,1
994,158034,0
995,169761,1
996,195871,1
997,156587,1
998,219318,0
999,217992,0
1000,198949,0
1001,155615,0
1002,206879,1
1003,154322,0
1004,165257,1
1005,191319,1
1006,207144,0
1007,183056,1
1008,196831,0
1009,210406,0
1010,187318,0
1011,188561,0
1012,202859,1
1013,161675,1
1014,172977,1
1015,200570,0
1016,190436,1
1017,168944,0
1018,191239,1
1019,177392,0
1020,213901,0
1021,162648,1
1022,147884,0
1023,193524,1
1024,179448,0
1025,187988,0
1026,147336,1
1027,177299,0
1028,199732,0
1029,164678,0
1030,211790,1
1031,150686,0
1032,209584,0
1033,194224,1
1034,155224,1
1035,211245,0
1036,161995,1
1037,162980,0
1038,150741,1
1039,150170,0
1040,197592,0
1041,178700,0
1042,216759,0
1043,195384,0
1044,216251,1
1045,159626,1
1046,177554,1
1047,185587,1
1048,221483,1
1049,157530,0
1050,181687,1
1051,181777,1
1052,214317,1
1053,169637,1
1054,196038,0
1055,147592,1
1056,217049,0
1057,149286,1
1058,220105,1
1059,150728,0
1060,166795,0
1061,219300,1
1062,166553,0
1063,155051,1
1064,165247,0
1065,217492,0
1066,193150,0
1067,174239,0
1068,215537,1
1069,197729,0
1070,211010,1
1071,221346,0
1072,147716,0
1073,170261,0
1074,208707,1
1075,177711,1
1076,170852,0
1077,177956,0
1078,151737,0
1079,215149,1
1080,164928,1
1081,175164,1
1082,194493,0
1083,200437,0
1084,182861,0
1085,196513,1
1086,203658,1
1087,214097,1
1088,209929,0
1089,178028,1
1090,175675,1
1091,159590,1
1092,154970,0
1093,194771,0
1094,178499,0
1095,200215,0
1096,152454,1
1097,164436,0
1098,212031,0
1099,208766,0
1100,221156,1
1101,196891,1
1102,163005,0
1103,219317,1
1104,190004,0
1105,196426,1
1106,193671,1
1107,207693,1
1108,186915,1
1109,218523,0
1110,193912,0
1111,167679,0
1112,153048,0
1113,209601,1
1114,159955,1
1115,197291,0
1116,150383,0
1117,151270,0
1118,170000,0
1119,210017,1
1120,162140,1
1121,206521,0
1122,150339,1
1123,160571,0
1124,181278,0
1125,186984,0
1126,189984,1
1127,155736,0
1128,149572,1
1129,184421,0
1130,168904,0
1131,176897,0
1132,175781,1
1133,151933,0
1134,202757,1
1135,193156,1
1136,175049,1
1137,149964,0
1138,211640,0
1139,179237,1
1140,193120,0
1141,154134,1
1142,187156,0
1143,189541,0
1144,213674,0
1145,151732,0
1146,203280,1
1147,179213,1
1148,170479,0
1149,155967,1
1150,215985,1
1151,187420,0
1152,163001,1
1153,154087,0
1154,187243,0
1155,216324,1
1156,221068,0
1157,160354,1
1158,215991,0
1159,213010,0
1160,170382,1
1161,163383,0
1162,197796,1
1163,152190,0
1164,197063,1
1165,148404,1
1166,193202,1
1167,197822,1
1168,192934,1
1169,211520,1
1170,157840,0
1171,187775,1
1172,146904,0
1173,215395,0
1174,197634,0
1175,176891,0
1176,195587,1
1177,209105,0
1178,160430,1
1179,190092,0
1180,199541,0
1181,211895,0
1182,179968,0
1183,168982,1
1184,146949,1
1185,221128,0
1186,199613,1
1187,173429,1
1188,164759,0
1189,170416,1
1190,156743,1
1191,176153,1
1192,163185,1
1193,172243,0
1194,160531,1
1195,210142,0
1196,215049,0
1197,179325,1
1198,213004,0
1199,209660,0
1200,199663,1
1201,158267,1
1202,180001,1
1203,171006,1
1204,177296,0
1205,195273,1
1206,187770,0
1207,194660,1
1208,211120,1
1209,170437,0
1210,188654,1
1211,159600,1
1212,211659,0
1213,193185,0
1214,155825,0
1215,196637,0
1216,161438,1
1217,191612,0
1218,212987,1
1219,199510,1
1220,210985,0
1221,217130,0
1222,181391,0
1223,151567,1
1224,180874,0
1225,177603,1
1226,160258,1
1227,208326,1
1228,180434,1
1229,208868,0
1230,199950,0
1231,151299,1
1232,205849,1
1233,152863,1
1234,152236,0
1235,161920,0
1236,213236,1
1237,184151,0
1238,220413,0
1239,189664,0
1240,175054,0
1241,154839,1
1242,217743,1
1243,192612,1
1244,177681,0
1245,198998,1
1246,219304,1
1247,161518,0
1248,215078,1
1249,190307,0
1250,188848,1
1251,163991,1
1252,158387,0
1253,210695,0
1254,219689,0
1255,157628,0
1256,207080,0
1257,205702,1
1258,211019,1
1259,189553,0
1260,148832,1
1261,157553,1
1262,196913,0
1263,149048,1
1264,199057,1
1265,148871,1
1266,172008,0
1267,159030,0
1268,205378,1
1269,161840,1
1270,211119,1
1271,221253,0
1272,171306,0
1273,200862,1
1274,205102,0
1275,167363,0
1276,161874,0
1277,188539,1
1278,152752,1
1279,216525,0
1280,218762,1
1281,184258,0
1282,167717,0
1283,202528,0
1284,155644,0
1285,206530,0
1286,166308,0
1287,154920,1
1288,153401,0
1289,152836,1
1290,162854,0
1291,173678,1
1292,175947,1
1293,163424,0
1294,148414,1
1295,168434,0
1296,202971,1
1297,179355,0
1298,190240,0
1299,202636,1
1300,167470,0
1301,215364,1
1302,200958,1
1303,168850,1
1304,178083,1
1305,173481,0
1306,151356,0
1307,216546,1
1308,176189,0
1309,211610,0
1310,148947,0
1311,149314,0
1312,154603,0
1313,159537,0
1314,149725,1
1315,147363,0
1316,193731,1
1317,219499,0
1318,157072,0
1319,178381,1
1320,169105,0
1321,194895,1
1322,192772,1
1323,151550,0
1324,182802,0
1325,179780,1
1326,208677,1
1327,192382,1
1328,218281,0
1329,217693,1
1330,189813,0
1331,166003,0
1332,163266,1
1333,183179,1
1334,170700,1
1335,162348,1
1336,146657,0
1337,221084,0
1338,168104,1
1339,191825,0
1340,178864,0
1341,208193,0
1342,175333,1
1343,206114,0
1344,218384,1
1345,182710,0
1346,195053,1
1347,166336,1
1348,201944,0
1349,216698,1
1350,178322,1
1351,200592,0
1352,196358,1
1353,194716,0
1354,196917,1
1355,174813,1
1356,164010,0
1357,199820,0
1358,166899,1
1359,159904,0
1360,172998,1
1361,147862,0
1362,219807,0
1363,219358,0
1364,170312,0
1365,219467,1
1366,167368,1
1367,163341,0
1368,175047,1
1369,147514,1
1370,174404,0
1371,212590,1
1372,198830,1
1373,211213,1
1374,176329,0
1375,170088,1
1376,170679,1
1377,147517,1
1378,175594,0
1379,164773,1
1380,156701,1
1381,158700,0
1382,215046,0
1383,199638,0
1384,186857,1
1385,197632,0
1386,183883,0
1387,191905,1
1388,152446,0
1389,195902,0
1390,198170,1
1391,173579,0
1392,163797,1
1393,215341,1
1394,200979,1
1395,157064,0
1396,209065,0
1397,173301,0
1398,203584,0
1399,192209,1
1400,150054,0
1401,182863,0
1402,216235,0
1403,211826,0
1404,187618,1
1405,160727,0
1406,150825,1
1407,191864,1
1408,209358,0
1409,164793,0
1410,173911,0
1411,186631,0
1412,195396,1
1413,169226,1
1414,219333,1
1415,154258,1
1416,160780,0
1417,188405,0
1418,190417,1
1419,155649,0
1420,146795,1
1421,195251,0
1422,178044,1
1423,157155,0
1424,159324,1
1425,217246,0
1426,215204,0
1427,200335,1
1428,193805,0
1429,203428,0
1430,209574,1
1431,174865,0
1432,213907,1
1433,203596,0
1434,175102,1
1435,154490,0
1436,188301,0
1437,159677,0
1438,183663,1
1439,173328,0
1440,206616,1
1441,207133,1
1442,190988,0
1443,215939,0
1444,174584,1
1445,190514,0
1446,148300,1
1447,197055,0
1448,206471,0
1449,178134,0
1450,151072,0
1451,212761,1
1452,163979,1
1453,189625,0
1454,162218,0
1455,172373,1
1456,175836,1
1457,164837,1
1458,204381,1
1459,162809,0
1460,156220,1
1461,159840,1
1462,158231,1
1463,184272,0
1464,181154,0
1465,191422,0
1466,170231,0
1467,159438,1
1468,214889,1
1469,195832,0
1470,214933,0
1471,157824,0
1472,162402,1
1473,179945,0
1474,201087,0
1475,193146,1
1476,197347,0
1477,172114,0
1478,148308,0
1479,165407,0
1480,198975,0
1481,166114,0
1482,169405,1
1483,181113,0
1484,199125,1
1485,193104,1
1486,178140,0
1487,214600,1
1488,202148,1
1489,219762,1
1490,201182,0
1491,190794,1
1492,214401,0
1493,211517,0
1494,164883,1
1495,184354,0
1496,208531,1
1497,205626,0
1498,164536,1
1499,147766,1
1500,170756,0
1501,167732,0
1502,216040,0
1503,194087,1
1504,159463,1
1505,182716,1
1506,186355,1
1507,168210,0
1508,202684,1
1509,171284,0
1510,183500,1
1511,214572,0
1512,202012,0
1513,196345,1
1514,180890,1
1515,190341,1
1516,214970,0
1517,163720,0
1518,188019,0
1519,191663,0
1520,203486,0
1521,163547,1
1522,148877,1
1523,207002,0
1524,176180,1
1525,147911,1
1526,164680,1
1527,158501,1
1528,154363,1
1529,216775,0
1530,192151,0
1531,197869,1
1532,212610,0
1533,162735,1
1534,161502,1
1535,177859,1
1536,195399,1
1537,189595,0
1538,170857,1
1539,181431,1
1540,213452,1
1541,150162,0
1542,181225,0
1543,167478,1
1544,210624,1
1545,179126,1
1546,175920,1
1547,203010,1
1548,219411,0
1549,164592,1
1550,150327,1
1551,170147,1
1552,174776,1
1553,220010,1
1554,188178,1
1555,183572,0
1556,146731,1
1557,193857,0
1558,220696,1
1559,199651,1
1560,147493,0
1561,171519,0
1562,184192,0
1563,157786,1
1564,176458,0
1565,199491,0
1566,212203,0
1567,206207,1
1568,214820,0
1569,157472,1
1570,211829,1
1571,174419,0
1572,212141,0
1573,214689,0
1574,178244,1
1575,200195,1
1576,181776,1
1577,159013,0
1578,216593,1
1579,166897,1
1580,170574,0
1581,153179,0
1582,206651,1
1583,153706,0
1584,162907,1
1585,213294,1
1586,220489,1
1587,198296,1
1588,196115,0
1589,159787,0
1590,210432,0
1591,211189,0
1592,220933,0
1593,205853,0
1594,188550,1
1595,199911,1
1596,205425,1
1597,168133,1
1598,204951,0
1599,200246,0
1600,219596,0
1601,155941,1
1602,199531,1
1603,208806,1
1604,195727,0
1605,150704,0
1606,148278,1
1607,180680,1
1608,166898,0
1609,218258,0
1610,196880,1
1611,164848,1
1612,201809,0
1613,204928,1
1614,152609,0
1615,184371,0
1616,215638,0
1617,154312,1
1618,214967,1
1619,161287,0
1620,187540,0
1621,175561,1
1622,163811,0
1623,182327,0
1624,160605,0
1625,168866,1
1626,175345,0
1627,210943,0
1628,175212,0
1629,157515,0
1630,157144,1
1631,215882,0
1632,160855,0
1633,210792,1
1634,150649,1
1635,207105,0
1636,168289,1
1637,213041,0
1638,176869,0
1639,172666,0
1640,218995,0
1641,157331,1
1642,149585,1
1643,158161,0
1644,201230,0
1645,170237,0
1646,216060,0
1647,170581,1
1648,186976,1
1649,159520,1
1650,170113,1
1651,167345,1
1652,169093,1
1653,188086,0
1654,185320,1
1655,161692,0
1656,158359,0
1657,167641,1
1658,210865,0
1659,176325,0
1660,201086,1
1661,180428,1
1662,165783,1
1663,148778,0
1664,189319,0
1665,148046,0
1666,218466,1
1667,191650,0
1668,178135,0
1669,184197,1
1670,207093,1
1671,151298,1
1672,180058,0
1673,163067,0
1674,177458,0
1675,221196,0
1676,193427,0
1677,190211,0
1678,175563,0
1679,175352,1
1680,162382,0
1681,178896,1
1682,205291,0
1683,173873,0
1684,207523,0
1685,146621,0
1686,215208,1
1687,204151,0
1688,202166,0
1689,215821,1
1690,152804,0
1691,192636,1
1692,165634,0
1693,156038,0
1694,150259,0
1695,193131,0
1696,210728,0
1697,167947,1
1698,201165,1
1699,177985,1
1700,177175,0
1701,148293,0
1702,220708,0
1703,150508,0
1704,148467,0
1705,218730,1
1706,187140,1
1707,181742,1
1708,154036,1
1709,193538,1
1710,200112,1
1711,173921,0
1712,217235,1
1713,156831,0
1714,220006,1
1715,220881,0
1716,183025,0
1717,216573,1
1718,210369,1
1719,218452,1
1720,207940,0
1721,188047,0
1722,155716,1
1723,218628,0
1724,206622,0
1725,170172,1
1726,200928,1
1727,187003,0
1728,169903,0
1729,207831,0
1730,155326,0
1731,172904,0
1732,211861,1
1733,209170,0
1734,168370,0
1735,190063,1
1736,205701,0
1737,178592,0
1738,200954,1
1739,213491,1
1740,197284,1
1741,204282,1
1742,186971,0
1743,192495,0
1744,149201,0
1745,164141,0
1746,154348,0
1747,200007,0
1748,148112,1
1749,150521,1
1750,176470,0
1751,220179,1
1752,157337,1
1753,204161,1
1754,211225,0
1755,162795,1
1756,158236,1
1757,215966,0
1758,156471,1
1759,185959,1
1760,161048,1
1761,151103,1
1762,217994,0
1763,198421,1
1764,172298,1
1765,147787,0
1766,211334,0
1767,220305,1
1768,178526,1
1769,170022,0
1770,161768,1
1771,201035,0
1772,218207,0
1773,178897,0
1774,149353,1
1775,172489,1
1776,146876,0
1777,153429,0
1778,182103,0
1779,146719,0
1780,157017,1
1781,182964,1
1782,197450,1
1783,160175,0
1784,175843,0
1785,155217,1
1786,199450,1
1787,156392,1
1788,208224,0
1789,186451,0
1790,188517,0
1791,150706,0
1792,148677,1
1793,204211,1
1794,180083,0
1795,209936,0
1796,196417,1
1797,174595,1
1798,220276,0
1799,189031,0
1800,165922,0
1801,169061,0
1802,200086,0
1803,206269,0
1804,162663,0
1805,182384,0
1806,202108,1
1807,177622,0
1808,162128,1
1809,188882,0
1810,182084,1
1811,149973,0
1812,216064,0
1813,214527,0
1814,160311,1
1815,215712,1
1816,154485,1
1817,218989,0
1818,159088,0
1819,177260,0
1820,155768,0
1821,148885,1
1822,182713,0
1823,202597,0
1824,180889,0
1825,187898,1
1826,170342,1
1827,215522,1
1828,207314,0
1829,219010,0
1830,165163,0
1831,180157,0
1832,175880,0
1833,199083,0
1834,181559,0
1835,192605,0
1836,172932,0
1837,189796,0
1838,219562,1
1839,200456,0
1840,219945,1
1841,170806,0
1842,185292,1
1843,174644,0
1844,201097,0
1845,210873,0
1846,202703,0
1847,153009,0
1848,199382,1
1849,172184,1
1850,146569,0
1851,220299,0
1852,164404,1
1853,213821,0
1854,154515,1
1855,210427,1
1856,190925,1
1857,150070,0
1858,182114,0
1859,183415,1
1860,187893,0
1861,189377,1
1862,207067,1
1863,206157,1
1864,208620,1
1865,168734,0
1866,166878,0
1867,214395,1
1868,212683,0
1869,207773,0
1870,161148,0
1871,217039,1
